"Name","LATITUDE","LONGITUDE"
"kml_1",1.40516677715522,103.902392799452
"kml_2",1.38403076730299,103.902257550893
"kml_3",1.39152768182311,103.895416080709
"kml_4",1.41691085265028,103.906535511585
"kml_5",1.38933878091438,103.885937358593
"kml_6",1.39743699371732,103.875655371716
"kml_7",1.39392635043401,103.912563534868
"kml_8",1.34961722463074,103.873634635271
"kml_9",1.3867475129066,103.8904287885
"kml_10",1.35053107107098,103.872463071824
"kml_11",1.37145465925792,103.892350069802
"kml_12",1.39936170686816,103.905917440303
"kml_13",1.39447878345062,103.900555277825
"kml_14",1.40235087989113,103.912631851453
"kml_15",1.39209287213972,103.880157875511
"kml_16",1.39685233916014,103.908990938413
"kml_17",1.40520964761945,103.897234408855
"kml_18",1.39963850966626,103.916394978902
"kml_19",1.39624891605185,103.893907907803
"kml_20",1.36994865926748,103.849616352877
"kml_21",1.38277158381389,103.893092468823
"kml_22",1.3881050159512,103.905526346909
"kml_23",1.39463647860718,103.916223790009
"kml_24",1.39194419265775,103.876279656945
"kml_25",1.40513259078501,103.902373978177
"kml_26",1.39819757807117,103.881374283059
"kml_27",1.4053160221197,103.908503577561
"kml_28",1.41287387053737,103.906626211844
"kml_29",1.39156444499065,103.905890482926
"kml_30",1.39716190254597,103.889382861207
"kml_31",1.39157444233031,103.895436259195
"kml_32",1.35161975585186,103.864144126492
"kml_33",1.36017987073059,103.885091115977
"kml_34",1.33545310351102,103.888164475672
"kml_35",1.35328921527001,103.945158977115
"kml_36",1.3431974383091,103.953377121142
"kml_37",1.32725408176861,103.946547943642
"kml_38",1.3210380146378,103.912947429559
"kml_39",1.30619378690594,103.882547015041
"kml_40",1.33267739284302,103.847421217088
"kml_41",1.34044411450604,103.846799898805
"kml_42",1.34284684397856,103.879725187151
"kml_43",1.35083838468263,103.848143526974
"kml_44",1.33138738921037,103.869069958276
"kml_45",1.34877805537906,103.839410180874
"kml_46",1.33373189813347,103.830712164165
"kml_47",1.32043008145397,103.843818130569
"kml_48",1.30285409990189,103.87534796402
"kml_49",1.29980282985861,103.863633137863
"kml_50",1.31139664205948,103.871315263521
"kml_51",1.31244822834792,103.854270158441
"kml_52",1.31194561755601,103.79623333606
"kml_53",1.29340093856873,103.784497938207
"kml_54",1.29965145731692,103.787391379259
"kml_55",1.30244764611727,103.7982907191
"kml_56",1.31745457081301,103.807489124545
"kml_57",1.27232349397409,103.802927704995
"kml_58",1.26545721494442,103.821448363692
"kml_59",1.26516416831645,103.821566452585
"kml_60",1.3277449422673,103.678286179132
"kml_61",1.33759509725323,103.697415225282
"kml_62",1.42518923145422,103.762058954921
"kml_63",1.4325784529503,103.774042813864
"kml_64",1.43682980570237,103.786174364437
"kml_65",1.44058870999685,103.80097510576
"kml_66",1.44906746211297,103.820187897498
"kml_67",1.42958175210239,103.834972163526
"kml_68",1.27651532508075,103.854596503424
"kml_69",1.29293545817795,103.852607770955
"kml_70",1.30046581466929,103.855699002406
"kml_71",1.30026005458916,103.839075162196
"kml_72",1.31231903202282,103.838009462917
"kml_73",1.28860573088472,103.846644812713
"kml_74",1.25393933698147,103.81951156896
"kml_75",1.2515814216035,103.818031385919
"kml_76",1.29327230266003,103.855614268827
"kml_77",1.27944195309769,103.852842167444
"kml_78",1.27595344066691,103.855151134565
"kml_79",1.29314390105358,103.860947568563
"kml_80",1.28464080704541,103.844529990817
"kml_81",1.29952921044535,103.856838299485
"kml_82",1.32151039139645,103.87190108357
"kml_83",1.29873835029383,103.850260019516
"kml_84",1.2924032346997,103.844289100266
"kml_85",1.33003712702992,103.63957309719
"kml_86",1.3402704065079,103.636751323737
"kml_87",1.32113835957307,103.648965257364
"kml_88",1.31970325919106,103.660736794057
"kml_89",1.31365959223276,103.862969300286
"kml_90",1.36936636979501,103.764699340621
"kml_91",1.36233680984136,103.767422815679
"kml_92",1.31348477164268,103.838041894315
"kml_93",1.28187224320358,103.859075141816
"kml_94",1.33080154614797,103.797263477368
"kml_95",1.41581869774016,103.902087242609
"kml_96",1.38392147951778,103.897492603438
"kml_97",1.28060709020102,103.843939609499
"kml_98",1.30393774531755,103.832219330524
"kml_99",1.3285473460779,103.835056846103
"kml_100",1.28140102070888,103.839123719381
"kml_101",1.27663115081979,103.846013187275
"kml_102",1.2840672711746,103.851459315411
"kml_103",1.40961268695828,103.904831551445
"kml_104",1.39814097825624,103.817921140757
"kml_105",1.31973513115012,103.8256475703
"kml_106",1.3164334946918,103.88290452868
"kml_107",1.25544760323403,103.821078731799
"kml_108",1.33454582805945,103.961546413298
"kml_109",1.28962872366154,103.81676881361
"kml_110",1.32587245083168,103.80733103971
"kml_111",1.27759285004072,103.850672779456
"kml_112",1.27017195391521,103.830295941837
"kml_113",1.27324072801706,103.847265636481
"kml_114",1.30676742398872,103.915265584566
"kml_115",1.29724528744258,103.873455018893
"kml_116",1.3417403774139,103.961473244152
"kml_117",1.37922100908413,103.740013429041
"kml_118",1.38538235050725,103.744114080032
"kml_119",1.35808857797737,103.726113570576
"kml_120",1.35232975937179,103.736790910595
"kml_121",1.35296953432604,103.713812995456
"kml_122",1.34918514092891,103.708256832837
"kml_123",1.34619173229113,103.703034101996
"kml_124",1.34834619009331,103.698116032595
"kml_125",1.33273166966596,103.708579757793
"kml_126",1.32541028963624,103.709245214714
"kml_127",1.31862464980128,103.710134682058
"kml_128",1.31313116892168,103.710398776778
"kml_129",1.35065811290582,103.691889736573
"kml_130",1.35368874856238,103.686606816304
"kml_131",1.34840631885045,103.680804401806
"kml_132",1.34320555328233,103.678564295618
"kml_133",1.34567395103953,103.739501967522
"kml_134",1.33990905689101,103.742494812135
"kml_135",1.33296585288267,103.74190976562
"kml_136",1.33313471647795,103.742305198026
"kml_137",1.32637897764768,103.745212052609
"kml_138",1.29097356021429,103.868934190809
"kml_139",1.30837515464971,103.888668299587
"kml_140",1.40835329666819,103.898510286704
"kml_141",1.41175558620788,103.900298948479
"kml_142",1.44323459010867,103.82953968336
"kml_143",1.4149413857943,103.910217185179
"kml_144",1.32873453734952,103.96486809306
"kml_145",1.33659873558557,103.932287547183
"kml_146",1.3347556340968,103.917876722576
"kml_147",1.27491789592265,103.855209826581
"kml_148",1.27671672401143,103.854309788233
"kml_149",1.2884419658082,103.833589780096
"kml_150",1.27420071373433,103.863080919698
"kml_151",1.28133369763869,103.839169802246
"kml_152",1.35442900031483,103.832859665453
"kml_153",1.31811702704695,103.893069183329
"kml_154",1.30295724373704,103.831532529152
"kml_155",1.29446783779246,103.833426457975
"kml_156",1.29970339302116,103.845486394739
"kml_157",1.29904420283441,103.845833160855
"kml_158",1.29869928867646,103.846115601696
"kml_159",1.2968300501696,103.850658808586
"kml_160",1.30720134239389,103.849865280839
"kml_161",1.30712704225577,103.848690422474
"kml_162",1.30537670269703,103.855428749742
"kml_163",1.30392777646677,103.852439961527
"kml_164",1.28228048765516,103.848323422336
"kml_165",1.28435517185096,103.843477202871
"kml_166",1.35515187968302,103.94302085526
"kml_167",1.34551431843549,103.938434048544
"kml_168",1.37905449133255,103.761683050259
"kml_169",1.43606757009415,103.787936183258
"kml_170",1.35621238519143,103.954858137448
"kml_171",1.27137738118973,103.86291089299
"kml_172",1.33920708775635,103.870809190142
"kml_173",1.35730793111026,103.988370580414
"kml_174",1.33525026975669,103.962380418633
"kml_175",1.29780104156391,103.886236365314
"kml_176",1.2993705596433,103.897448850432
"kml_177",1.30286599299626,103.905508074502
"kml_178",1.30988148918806,103.929917047718
"kml_179",1.32039596004405,103.957207621023
"kml_180",1.33860445276128,103.706066129133
"kml_181",1.34426381555798,103.72096682013
"kml_182",1.3489966461362,103.749540655773
"kml_183",1.38029828626162,103.74529179983
"kml_184",1.37862494929176,103.758033623077
"kml_185",1.39754963353646,103.747402093051
"kml_186",1.35867192160088,103.751910108992
"kml_187",1.38517204177032,103.744369070155
"kml_188",1.37861216681392,103.749051503886
"kml_189",1.38482201206974,103.744549116371
"kml_190",1.37665929345505,103.75369963153
"kml_191",1.31507822197405,103.765233031942
"kml_192",1.34214497617457,103.73281439421
"kml_193",1.37612653817907,103.771279750329
"kml_194",1.38775640801949,103.769659653829
"kml_195",1.38669667683494,103.764500579689
"kml_196",1.38001549430856,103.772661219049
"kml_197",1.38453267847568,103.770837955959
"kml_198",1.38269924256293,103.762368754142
"kml_199",1.37791644755827,103.763022269299
"kml_200",1.37775464937911,103.766667312144
"kml_201",1.32401131892662,103.930172519862
"kml_202",1.38497464378182,103.836296588883
"kml_203",1.30266610948129,103.823847635776
"kml_204",1.28250290230083,103.781821328591
"kml_205",1.33810802540605,103.704573671543
"kml_206",1.32045822315403,103.744800765192
"kml_207",1.27622967030071,103.791341965556
