"Name","LATITUDE","LONGITUDE"
"kml_208",1.31976111703362,103.903255584758
"kml_209",1.32006622882669,103.826019262437
"kml_210",1.32240171770951,103.816247771723
"kml_211",1.32210948882281,103.814989437194
"kml_212",1.3173694012189,103.892272194368
"kml_213",1.3545108355932,103.769103928955
"kml_214",1.3721081386288,103.836781520299
"kml_215",1.31139469014439,103.778649154916
"kml_216",1.36638439519771,103.730083541655
"kml_217",1.33496297865684,103.908455157896
"kml_218",1.28621974030992,103.827034340552
"kml_219",1.34122696140462,103.775791584273
"kml_220",1.33566479620356,103.783792015692
"kml_221",1.32995526448541,103.899248866822
"kml_222",1.32609061973526,103.889371726304
"kml_223",1.32636803709064,103.890261497047
"kml_224",1.32686568223516,103.883253059741
"kml_225",1.27058178902569,103.809739740512
"kml_226",1.31944709019008,103.861681085565
"kml_227",1.30725832220314,103.78994228205
"kml_228",1.30648370227907,103.790632660545
"kml_229",1.30737173065053,103.862837801633
"kml_230",1.41757538115126,103.833038091521
"kml_231",1.33738478373926,103.840159768005
"kml_232",1.33769275193244,103.839571003341
"kml_233",1.44828340642798,103.785684634872
"kml_234",1.35733213526424,103.733452983687
"kml_235",1.37018854911124,103.863252020116
"kml_236",1.3693883850961,103.850909448291
"kml_237",1.37060261038895,103.873791142797
"kml_238",1.36542156904781,103.843519593042
"kml_239",1.37125947743107,103.948882918878
"kml_240",1.36701849507742,103.960580666039
"kml_241",1.37021138816401,104.003513848117
"kml_242",1.36945925133116,103.938130298104
"kml_243",1.37311617675481,103.949294609558
"kml_244",1.36330853244403,103.834938196768
"kml_245",1.37097560265117,103.891147209237
"kml_246",1.3623402177069,103.898996012907
"kml_247",1.35125858005248,103.849221341474
"kml_248",1.31664568569627,103.949230380023
"kml_249",1.31293649446955,103.941841636548
"kml_250",1.37114439316105,103.971920002037
"kml_251",1.27979777413949,103.839440013102
"kml_252",1.27925219501293,103.867990684215
"kml_253",1.42711515321042,103.793897946772
"kml_254",1.38175349683727,103.844806938483
"kml_255",1.30666565133056,103.819082773421
"kml_256",1.29461133194541,103.806045236629
"kml_257",1.27308173318148,103.836740250312
